148, 65.1, 167772398, 167772397, 11, 11, 17, 41, 23, 13, 8, 0.0909994, 1.33201, 0.0300014, 4.88e-07, 0, run-1726712721, 17, 0.00421133, 1
149, 65.1, 167772218, 167772217, 14, 14, 17, 21, 7, 11, 11, 0.0860002, 0.187031, 0.0100018, 3.31091e-07, 0, run-1726712721, 7, 0.011917, 1
157, 65.1, 167772326, 167772325, 14, 21, 17, 23, 22, 15, 27, 0.100815, 2.01579, 0.175755, 0.00249508, 0, run-1726712721, 8, 0.0459988, 1
158, 65.1, 167772230, 167772229, 14, 14, 17, 22, 8, 24, 34, 0.0749984, 1.08438, 0.0200017, 3.26147e-07, 0, run-1726712721, 8, 0.0554623, 1
159, 65.1, 167772402, 167772401, 11, 11, 17, 42, 23, 22, 24, 0.100001, 0.464213, 0.0400017, 2.25667e-07, 0, run-1726712721, 18, 0.00511199, 1
168, 65.1, 167772322, 167772321, 14, 27, 17, 23, 21, 31, 15, 0.105042, 0.0554224, 0.244943, 0.0068194, 0.482759, run-1726712721, 9, 0.127575, 1
170, 65.1, 167772406, 167772405, 11, 11, 17, 43, 23, 20, 15, 0.0920007, 1.17208, 0.0500017, 5.09933e-07, 0, run-1726712721, 19, 0.00601859, 1
171, 65.1, 167772234, 167772233, 14, 14, 17, 21, 9, 12, 12, 0.0940002, 0.0140411, 0.0100017, 3.87167e-07, 0, run-1726712721, 9, 0.00368361, 1
179, 65.1, 167772326, 167772325, 14, 22, 17, 23, 22, 15, 13, 0.105644, 0.537397, 0.166699, 0.00292529, 0, run-1726712721, 10, 0.0418068, 1
180, 65.1, 167772246, 167772245, 14, 14, 17, 22, 10, 11, 14, 0.0829999, 0.22852, 0.0200016, 5.87929e-07, 0, run-1726712721, 10, 0.00685206, 1
181, 65.1, 167772410, 167772409, 11, 11, 17, 44, 23, 21, 18, 0.0959995, 0.512217, 0.0500017, 3.21889e-07, 0, run-1726712721, 20, 0.0579742, 1
188, 65.1, 167772322, 167772321, 14, 28, 17, 23, 21, 20, 12, 0.095417, 0.152779, 0.190508, 0.00708616, 0.25, run-1726712721, 11, 0.125519, 1
190, 65.1, 167772414, 167772413, 11, 11, 17, 45, 23, 19, 16, 0.0930001, 0.12754, 0.0300017, 3.81063e-07, 0, run-1726712721, 21, 0.0114422, 1
191, 65.1, 167772250, 167772249, 14, 14, 17, 21, 11, 10, 11, 0.1, 0.0664698, 0.0100018, 1.84909e-07, 0, run-1726712721, 11, 0.00455724, 1
199, 65.1, 167772326, 167772325, 14, 23, 17, 23, 22, 15, 18, 0.115273, 0.410371, 0.169758, 0.00305198, 0, run-1726712721, 12, 0.0463999, 1
200, 65.1, 167772418, 167772417, 11, 11, 17, 46, 23, 24, 22, 0.0999986, 0.135387, 0.0500017, 3.12636e-07, 0, run-1726712721, 22, 0.00757369, 1
201, 65.1, 167772262, 167772261, 14, 14, 17, 22, 12, 16, 13, 0.104001, 0.458261, 0.0100017, 4.16231e-07, 0, run-1726712721, 12, 0.00359118, 1
209, 65.1, 167772422, 167772421, 11, 11, 17, 47, 23, 16, 22, 0.106, 0.85767, 0.0500018, 9.50909e-08, 0, run-1726712721, 23, 0.0224133, 1
212, 65.1, 167772326, 167772325, 14, 25, 17, 23, 22, 26, 18, 0.085403, 0.054171, 0.171155, 0.00329085, 0, run-1726712721, 14, 0.0346548, 1
213, 65.1, 167772426, 167772425, 11, 11, 17, 48, 23, 17, 20, 0.104, 0.0600731, 0.0300017, 2.5285e-07, 0, run-1726712721, 24, 0.00415157, 1
214, 65.1, 167772278, 167772277, 14, 14, 17, 22, 14, 16, 15, 0.104001, 0.603998, 0.0200018, 2.29733e-07, 0, run-1726712721, 14, 0.00371169, 1
218, 65.1, 167772430, 167772429, 11, 11, 17, 49, 23, 17, 27, 0.0919996, 0.980258, 0.0600016, 2.57e-07, 0, run-1726712721, 25, 0.00885096, 1
220, 65.1, 167772322, 167772321, 14, 29, 17, 23, 21, 29, 13, 0.104829, 0.0599586, 0.708992, 0.00788422, 0.48, run-1726712721, 16, 0.673365, -1
222, 65.1, 167772434, 167772433, 11, 11, 17, 50, 23, 14, 18, 0.0950016, 0.501565, 0.0300018, 1.62167e-07, 0, run-1726712721, 26, 0.00463852, 1
223, 65.1, 167772290, 167772289, 14, 14, 17, 21, 16, 11, 11, 0.103, 0.0507277, 0.0100019, 1.90909e-08, 0, run-1726712721, 16, 0.00432642, 1
226, 65.1, 167772438, 167772437, 11, 11, 17, 51, 23, 18, 13, 0.0939995, 0.262465, 0.0100018, 1.13e-07, 0, run-1726712721, 27, 0.00448623, 1
228, 65.1, 167772326, 167772325, 14, 27, 17, 23, 22, 9, 18, 0.0996422, 0.459632, 0.167005, 0.00283663, 0, run-1726712721, 17, 0.0314332, 1
229, 65.1, 167772302, 167772301, 14, 14, 17, 22, 17, 17, 21, 0.0889994, 0.372508, 0.0300016, 4.3281e-07, 0, run-1726712721, 17, 0.00466042, 1
233, 65.1, 167772322, 167772321, 14, 30, 17, 23, 21, 31, 15, 0.095333, 0.117302, 0.253083, 0.00830565, 0.375, run-1726712721, 18, 0.196033, 1
234, 65.1, 167772442, 167772441, 11, 11, 17, 52, 23, 16, 19, 0.096999, 0.33689, 0.0300016, 4.07842e-07, 0, run-1726712721, 28, 0.00441749, 1
235, 65.1, 167772306, 167772305, 14, 14, 17, 21, 18, 11, 12, 0.101, 0.000732054, 0.0300016, 4.17167e-07, 0, run-1726712721, 18, 0.00874209, 1
239, 65.1, 167772326, 167772325, 14, 28, 17, 23, 22, 16, 34, 0.0991225, 1.93276, 0.170241, 0.00211592, 0, run-1726712721, 19, 0.0432858, 1
240, 65.1, 167772446, 167772445, 11, 11, 17, 53, 23, 13, 18, 0.106001, 0.592661, 0.0400018, 1.19611e-07, 0, run-1726712721, 29, 0.38879, 1
241, 65.1, 167772318, 167772317, 14, 14, 17, 22, 19, 33, 29, 0.111002, 0.955717, 0.0200018, 1.47207e-07, 0, run-1726712721, 19, 0.00774407, 1
245, 65.1, 167772450, 167772449, 11, 11, 17, 54, 23, 16, 15, 0.0930002, 1.94331, 0.0600017, 2.58067e-07, 0, run-1726712721, 30, 0.0128378, 1
248, 65.1, 167772454, 167772453, 11, 11, 17, 55, 23, 17, 21, 0.104, 1.15346, 0.0600017, 1.81381e-07, 0, run-1726712721, 31, 0.00987096, 1
251, 65.1, 167772458, 167772457, 11, 11, 17, 56, 23, 22, 17, 0.0900015, 0.105891, 0.0500018, 1.81706e-07, 0, run-1726712721, 32, 0.00732605, 1
254, 65.1, 167772462, 167772461, 11, 11, 17, 57, 23, 18, 18, 0.0989997, 0.656085, 0.0200017, 3.43833e-07, 0, run-1726712721, 33, 0.00452134, 1
257, 65.1, 167772466, 167772465, 11, 11, 17, 58, 23, 28, 27, 0.103, 0.674177, 0.0300018, 1.21815e-07, 0, run-1726712721, 34, 0.0308254, 1
260, 65.1, 167772470, 167772469, 11, 11, 17, 59, 23, 15, 15, 0.102001, 0.436732, 0.0200019, 2.18867e-07, 0, run-1726712721, 35, 0.00497853, 1
263, 65.1, 167772474, 167772473, 11, 11, 17, 60, 23, 16, 15, 0.0979997, 0.356407, 0.0600016, 4.23333e-07, 0, run-1726712721, 36, 0.00716935, 1
266, 65.1, 167772478, 167772477, 11, 11, 17, 61, 23, 25, 29, 0.0969998, 1.0495, 0.0300018, 2.13379e-07, 0, run-1726712721, 37, 0.00370421, 1
269, 65.1, 167772482, 167772481, 11, 11, 17, 62, 23, 13, 13, 0.0999993, 1.08597, 0.0200016, 6.32462e-07, 0, run-1726712721, 38, 0.00337792, 1
272, 65.1, 167772486, 167772485, 11, 11, 17, 63, 23, 14, 19, 0.1, 0.104965, 0.0200018, 2.26579e-07, 0, run-1726712721, 39, 0.00430839, 1
275, 65.1, 167772490, 167772489, 11, 11, 17, 64, 23, 31, 23, 0.0989994, 0.921905, 0.0500017, 2.21565e-07, 0, run-1726712721, 40, 0.00657587, 1
278, 65.1, 167772494, 167772493, 11, 11, 17, 65, 23, 23, 24, 0.131, 0.446136, 0.0400017, 3.72167e-07, 0, run-1726712721, 41, 0.160623, 1
281, 65.1, 167772498, 167772497, 11, 11, 17, 66, 23, 11, 19, 0.102001, 0.375201, 0.0500017, 2.90474e-07, 0, run-1726712721, 42, 0.00653175, 1
284, 65.1, 167772502, 167772501, 11, 11, 17, 67, 23, 14, 21, 0.104001, 0.717854, 0.0200017, 2.64476e-07, 0, run-1726712721, 43, 0.0040195, 1
287, 65.1, 167772506, 167772505, 11, 11, 17, 68, 23, 24, 25, 0.0979999, 1.28815, 0.0300017, 2.3608e-07, 0, run-1726712721, 44, 0.365816, 1
290, 65.1, 167772510, 167772509, 11, 11, 17, 69, 23, 14, 11, 0.125002, 0.602187, 0.0300016, 6.52545e-07, 0, run-1726712721, 45, 0.00644398, 1
293, 65.1, 167772514, 167772513, 11, 11, 17, 70, 23, 14, 13, 0.100001, 0.717379, 0.0100018, 3.61846e-07, 0, run-1726712721, 46, 0.00345095, 1
296, 65.1, 167772518, 167772517, 11, 11, 17, 71, 23, 24, 23, 0.099, 1.38542, 0.0100018, 2.24261e-07, 0, run-1726712721, 47, 0.00408821, 1
299, 65.1, 167772522, 167772521, 11, 11, 17, 72, 23, 21, 21, 0.0990006, 0.0961168, 0.0200019, 1.68476e-07, 0, run-1726712721, 48, 0.00313761, 1
302, 65.1, 167772526, 167772525, 11, 11, 17, 73, 23, 21, 21, 0.0960001, 0.0461499, 0.0100018, 1.74e-07, 0, run-1726712721, 49, 0.317079, 1
